4062 PNCOL
4063 PNMEZ
438 PNOR
4541 PNPIA
4128 PNPOL
2285 PNTRA
1528 PNZZ
1014 POFF
831 POFI
612 POGN
99 POIR
6 POL
141 POLS
490 POMPE
235 PONN
1017 PONV
832 PORC
1123 PORDE
1096 PORE
1134 PORT
190 PORZ
223 POVA
186 POVE
1460 POVI
1397 POZZO
667 PRA
359 PRAD
1316 PRADA
3885 PRAIO
3224 PRALB
3891 PRALP
337 PRAN
41 PRAS
3951 PRASEC
3194 PRASELL
3972 PRASS
129 PRAV
3149 PRBAR
4018 PRBED
3926 PRBER
3894 PRBOI
4010 PRBOR
3905 PRCALES
3876 PRCALI
3112 PRCAP
3851 PRCAR
3580 PRCASAM
3145 PRCASE
2973 PRCAST
3181 PRCIR
3086 PRCON
3942 PRCONT
4011 PRCORN
445 PRDL
510 PREDO
3985 PRELLE
252 PREM
3730 PRFILA
3848 PRFON
3099 PRFORN
3124 PRGAL
3788 PRGRO
199 PRIM
4027 PRLAN
311 PRLE
2800 PRLUP
940 PRLZ
3787 PRMAE
3947 PRMANI
4691 PRMARZU
3767 PRMASA
162 PRMN
2799 PRMONT
3111 PRMONTI
3167 PRMORF
3237 PRNTE
4729 PRNTECA
3106 PRONTED
3225 PRONTEG
3965 PRORZ
3946 PROSTA
4012 PRPAL
3169 PRPARE
3741 PRPIAN
3613 PRPIO
3977 PRRAM
3932 PRRES
3964 PRRIA
297 PRRL
3930 PRRONC
4125 PRRONCO
3973 PRSAL
3839 PRSAN
3933 PRSAR
1317 PRSC
4009 PRSOL
2573 PRSTR
320 PRTE
3581 PRTIG
3762 PRTOMB
2806 PRVAL
3285 PRVALDI
3914 PRVIG
3061 PRVIL
2290 PRZIB
4039 PRZIBEL
240 PSCH
955 PSMR
3260 PTCAM
3217 PTMONT
3222 PTPOS
2000 PUBET
2001 PUBOR
2002 PUCAC
1999 PUCAI
1993 PUCAL
2005 PUCAT
1985 PUCOL
2183 PUCOLB
5001 PUCUP
1984 PUFON
1987 PUFOS
2193 PULAM
2476 PUMER
2502 PUMERC
1944 PUMONT
1982 PUMONTE
2501 PUNTE
1983 PUONT
2003 PUONTE
3226 PUONTEC
2007 PUONTED
2171 PUONTEG
2500 PUONTEL
2169 PUONTEP
2185 PUONTER
2172 PUONTES
1992 PUPAG
1988 PUPER
2481 PUPIET
441 PURG
1998 PUSER
2006 PUTRA
1986 PUTRE
2008 PUVAL
3186 PVPEY
2624 PVSTR
677 PZZLM
837 QUAR
300 QUBE
1521 QURN
51 QUSO
4768 RABAFF
3755 RACAMP
3773 RACAR
3776 RACARO
3777 RACARON
4020 RACERV
3742 RADUC
3873 RAEBAN
675 RAFFA
1438 RAG2
1044 RAGA
4730 RAISI
2894 RALUG
3280 RAMARZE
74 RANC
4033 RARAVE
3228 RARISIG
4087 RARON
4034 RARUSS
2897 RASAN
3997 RASANE
3246 RATOSSI
1080 RAVE
2977 RAZAT
729 RBCO
1666 RCCAVE
276 RCLD
909 RECC
3765 RECER
3794 RECERR
3895 REGAT
3989 REGUA
3761 RELIG
3267 RELUG
139 REMA
3206 REMIS
3827 REMONT
3907 REMONTE
3948 REONT
3979 REONTE
4687 REONTED
3760 REPIO
3975 REPRE
3295 RERAM
815 RES
3970 RESAN
3266 RESUC
3855 REVET
997 RFIA
1708 RIBR
908 RICA
857 RICE
391 RICO
2029 RICOL
1246 RILE
1311 RIMA
1079 RIMI
3538 RIMONT
3707 RIOLLED
4766 RIOLLI
4683 RIONTES
3524 RIPIAN
880 RIRE
1207 RITE
376 RIVA
650 RMBT
1312 RMSC
1309 RMSG
515 RNCL
3227 RNONTEB
4113 RNONTEE
2900 RNRIC
3211 RNSEN
3242 RNTAV
1452 ROA13
2691 ROADR
2692 ROBAR
1492 ROBI
4463 ROCAT
137 ROCC
381 ROCH
4720 ROCOR
977 ROFI
474 ROGOR
333 ROLU
670 ROM
365 RONC
573 RONG
4533 ROOCCH
4543 ROORT
4169 ROPAP
879 ROPE
4540 ROPETT
4173 ROROS
166 ROSA
4168 ROSAN
614 ROSE
1626 ROSG
1627 ROSL
1451 ROSUD
710 ROVA
1439 ROVER
1108 RPIZ
1649 RSLMR
239 RSSC
1443 RSSI
682 RSTE
430 RTTR
567 RUBA
1402 RUBB
854 RUBE
1193 RVRO
136 SAAB
1126 SABA
1522 SABB
135 SABI
222 SACA
658 SACR
874 SADA
602 SAGA
270 SAGE
354 SAGG
71 SAGI
254 SALE
104 SALI
303 SALM
766 SALMO
652 SALO
792 SAMA
664 SAMI
575 SANB
1533 SANC
711 SANGE
108 SANI
715 SANIG
450 SANPI
13 SANSAL
520 SANZ
271 SAPA
878 SAPO
284 SARE
1006 SAVE
1499 SAVO
151 SAZE
36 SBAR
672 SCAN
656 SCEL
197 SCIA
7 SCLE
323 SCPA
628 SCRI
1078 SCUD
4 SDF
449 SDON
1350 SEDEG
839 SEIB
1008 SELE
343 SELI
1238 SEMI
46 SEPI
351 SEQS
1090 SERA
174 SERG
194 SERL
82 SESC
184 SEST
8 SET
348 SETE
172 SETO
679 SETTL
489 SFDB
1136 SGDR
296 SGLM
730 SIGH
486 SILE
4713 SIMONT
1133 SIND
1461 SLRA
1563 SLTT
33 SMAR
1060 SMARLA
168 SMBG
598 SMDP
322 SMIA
1574 SMPI
812 SMZE
480 SNIC
636 SOCO
1926 SOCOM
94 SOFI
256 SOLA
761 SOM
353 SOMA
1448 SOMMA
218 SOND
509 SONOF
4153 SOPOP
1945 SOSEN
873 SOSP
915 SOSSA
426 SOSV
1512 SPAR
2349 SPBOL
2142 SPBON
2595 SPBONAS
2590 SPBOR
2147 SPBORS
2368 SPCALI
2117 SPCHI
2350 SPCOL
304 SPETT
834 SPEZ
2352 SPFRA
2116 SPGOD
431 SPIA
419 SPIN
588 SPIR
2146 SPMADR
238 SPMO
2115 SPMONT
2118 SPMONTE
325 SPOC
2137 SPONT
2413 SPONTEB
2363 SPONTEP
2111 SPPAS
2347 SPPUN
2570 SPRIO
1958 SPSAN
2346 SPSAV
2138 SPTRA
4989 SPVARE
2575 SPVEZZ
649 SRGNO
340 SRTL
417 SSEB
1131 SSTI
545 STA
1360 STABU
833 STAD
253 STEL
1462 STIT
1513 STRA
1279 STRE
39 SUNO
2332 SVARN
2345 SVBAL
2562 SVBARD
2337 SVBEI
2419 SVBOR
2489 SVBORG
4774 SVBORGI
2601 SVBOS
2369 SVBRI
2553 SVBRICD
2530 SVBRICM
2459 SVCAI
2539 SVCAL
2525 SVCAR
2467 SVCOB
2398 SVCOLLE
2527 SVCROC
1714 SVCS
2526 SVDEG
850 SVEN
2331 SVGIU
2371 SVLUC
2298 SVMAR
2412 SVMAS
2429 SVMASCH
2538 SVMIL
2534 SVMIO
2336 SVMONT
2362 SVMONTE
2420 SVMUR
2541 SVMURI
2542 SVMURIA
2400 SVNAS
2435 SVNTEM
2461 SVNTEN
2297 SVORC
2523 SVPIZ
2535 SVPON
2334 SVPUE
2132 SVPUN
2388 SVQUI
2520 SVRUA
2465 SVSAN
2466 SVSANT
2494 SVSAV
2338 SVSTE
2305 SVSTR
2129 SVTOI
2382 SVTOV
2292 SVTUM
2486 SVVEI
2425 SVVEN
2295 SVVER
2304 SVVERA
2510 SVVES
2604 SVVINE
2524 SVVIS
2333 SVZUC
384 SZIN
1463 TAJPO
1197 TAL
203 TAME
408 TASSA
4811 TECAM
4806 TECOLL
2397 TECOLO
4831 TEFAN
4852 TELAC
1969 TEMON
4844 TEMONT
4853 TEMONTE
4841 TEOLLE
4846 TEOLLES
12 TER
1642 TERN
209 TERR
1328 TERZ
822 TEST
524 TESTE
488 TIGNA
1268 TINO
3565 TNBEV
358 TNFO
1923 TNHOT
4325 TNPAG
4127 TOBEA
28 TOCE
3170 TOCHIVA
594 TOMB
4760 TOMON
1557 TONA
1001 TORC
66 TORR
1043 TORRE
551 TORVE
3150 TOSCA
4759 TOTOR
939 TPSM
3438 TRAMEL
3807 TRANVE
1698 TRAS
4057 TRAST
23 TRAV
4067 TRBUONA
4755 TRCIG
771 TRECA
982 TRECE
959 TREV
3722 TRGIU
1198 TRGN
150 TRIA
4765 TRIED
